Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Distance_to_LA,Distance_to_SanDiego,Distance_to_SanJose,Distance_to_SanFrancisco,ocean_proximity,City,Median_House_Value_Category
176700.0,2.1062,21,2707,675,1742,626,34.09,-117.94,42907.4593,28284.93331,169052.1677,507452.7625,575458.435,<1H OCEAN,Los Angeles,>= $100 thousand
176700.0,3.4453,37,1813,394,1100,375,34.09,-117.89,44519.8063,32846.38311,167119.9158,510634.7602,578626.8147,<1H OCEAN,Los Angeles,>= $100 thousand
176700.0,2.2095,36,2162,658,1337,590,34.16,-118.13,38101.10628,15910.46139,184045.389,489809.8672,557836.9375,<1H OCEAN,Los Angeles,>= $100 thousand
176600.0,4.2875,36,2080,455,1939,484,34.21,-118.37,24818.8104,21045.67538,200453.5891,470880.0339,538912.2082,<1H OCEAN,Los Angeles,>= $100 thousand
176600.0,4.5655,35,2739,475,1481,483,34.1,-117.9,45194.88236,32096.3978,168511.2981,509195.0441,577186.632,<1H OCEAN,Los Angeles,>= $100 thousand
176600.0,2.1181,39,1444,447,1890,416,33.97,-118.16,24387.60002,11962.84361,167512.8454,503698.1348,571725.4266,<1H OCEAN,Los Angeles,>= $100 thousand
176500.0,3.599,43,1510,310,809,277,34.26,-118.3,32984.39165,23676.45829,201592.546,471042.7894,539075.9438,<1H OCEAN,Los Angeles,>= $100 thousand
176500.0,3.4013,35,1225,228,720,231,34.23,-118.43,24660.91651,26167.4656,205429.9877,465569.1818,533597.0051,<1H OCEAN,Los Angeles,>= $100 thousand
176500.0,4.1172,37,1987,399,1279,378,34.07,-117.95,40509.60099,27125.6188,167452.2111,508434.9554,576448.2011,<1H OCEAN,Los Angeles,>= $100 thousand
176400.0,3.1563,36,1392,326,1181,303,34.21,-118.37,24818.8104,21045.67538,200453.5891,470880.0339,538912.2082,<1H OCEAN,Los Angeles,>= $100 thousand
176400.0,4.1445,11,2921,685,1512,664,34.19,-118.36,23444.22891,18689.88347,198099.2135,473156.7175,541187.8298,<1H OCEAN,Los Angeles,>= $100 thousand
176400.0,2.7679,33,1091,233,890,226,34.01,-118.08,29809.91022,15797.74719,167313.5892,505241.209,573276.3122,<1H OCEAN,Los Angeles,>= $100 thousand
176300.0,2.4375,37,1434,394,1667,404,34.19,-118.38,22437.62203,19802.19614,199146.7905,471943.8521,539972.689,<1H OCEAN,Los Angeles,>= $100 thousand
176300.0,4.1328,34,2376,468,1858,449,34.0,-117.95,33160.7275,27680.99187,160502.2419,514127.2289,582154.0634,<1H OCEAN,Los Angeles,>= $100 thousand
176300.0,3.4005,34,2249,460,1544,441,34.1,-118.0,41616.24916,23063.58687,172497.385,502850.1202,570866.6812,INLAND,Los Angeles,>= $100 thousand
176300.0,3.1441,33,3326,720,2533,689,33.9,-118.09,17883.08478,22076.50435,157453.9117,513809.5749,581836.4243,<1H OCEAN,Los Angeles,>= $100 thousand
176100.0,3.2132,39,1258,245,988,228,34.06,-118.04,36188.09594,18783.9092,170296.6792,503601.1832,571630.8434,<1H OCEAN,Los Angeles,>= $100 thousand
176100.0,2.8837,38,793,193,601,187,33.83,-118.21,9397.683107,24905.98807,157668.927,512609.5623,580589.4082,NEAR OCEAN,Los Angeles,>= $100 thousand
176000.0,3.7,35,1583,324,1481,351,34.25,-118.44,26574.18842,28459.27565,207776.7968,463290.1715,531319.4655,<1H OCEAN,Los Angeles,>= $100 thousand
176000.0,3.8203,43,1810,343,988,307,34.2,-118.16,37792.63019,18146.67887,189275.6635,484672.4799,552697.4162,<1H OCEAN,Los Angeles,>= $100 thousand
176000.0,2.1743,30,2419,715,3208,719,33.97,-118.16,24387.60002,11962.84361,167512.8454,503698.1348,571725.4266,<1H OCEAN,Los Angeles,>= $100 thousand
175900.0,3.125,38,490,101,402,100,34.24,-118.41,26290.35253,25887.62868,205286.2553,465945.7013,533977.1412,<1H OCEAN,Los Angeles,>= $100 thousand
175900.0,2.1875,37,1761,409,1309,357,33.92,-118.28,12482.06443,15080.29993,169527.6759,500778.1556,568764.9845,<1H OCEAN,Los Angeles,>= $100 thousand
175900.0,2.6368,25,2659,765,2629,726,33.82,-118.3,7579.744406,26340.81303,162136.1336,508231.7582,576169.6353,<1H OCEAN,Los Angeles,>= $100 thousand
175900.0,3.8304,35,3185,544,1858,564,34.1,-117.89,45543.08927,33005.07159,168135.6739,509833.9729,577822.5254,<1H OCEAN,Los Angeles,>= $100 thousand
175900.0,2.6071,28,2769,631,2452,581,34.08,-118.02,38889.6509,20834.11741,171375.8796,503217.9517,571242.0383,INLAND,Los Angeles,>= $100 thousand
175800.0,3.6845,41,1904,514,1666,498,34.12,-118.21,29573.3626,8148.615141,184005.5084,488140.504,556175.5979,<1H OCEAN,Los Angeles,>= $100 thousand
175800.0,3.9612,39,1639,300,988,309,33.97,-118.06,26139.73794,19242.10151,162551.8766,509786.6704,577821.603,<1H OCEAN,Los Angeles,>= $100 thousand
175800.0,4.8523,36,1287,233,779,229,33.93,-117.99,24575.83224,27050.78698,155439.5891,517404.8413,585439.9184,<1H OCEAN,Los Angeles,>= $100 thousand
175800.0,4.2679,36,1080,201,719,201,33.91,-118.1,18615.61624,20631.47638,158890.6105,512364.8559,580391.767,<1H OCEAN,Los Angeles,>= $100 thousand
175700.0,3.7143,34,2272,558,2164,484,34.21,-118.37,24818.8104,21045.67538,200453.5891,470880.0339,538912.2082,<1H OCEAN,Los Angeles,>= $100 thousand
175700.0,4.5469,28,880,168,717,142,33.83,-118.28,8070.202048,24937.4673,161774.2006,508523.485,576475.195,<1H OCEAN,Los Angeles,>= $100 thousand
175600.0,4.6667,44,2023,325,992,326,33.95,-118.32,12219.62347,13368.82001,174432.4715,495855.3528,563838.7259,<1H OCEAN,Los Angeles,>= $100 thousand
175500.0,2.425,17,3667,1209,2636,1054,34.21,-118.43,22538.01395,24532.30554,203619.1507,467246.475,535271.0857,<1H OCEAN,Los Angeles,>= $100 thousand
175400.0,3.8542,33,1976,404,1379,395,33.94,-118.09,22074.04034,18880.62752,161181.4662,510455.4873,578487.0515,<1H OCEAN,Los Angeles,>= $100 thousand
175300.0,3.1406,32,3218,739,2368,730,34.0,-118.15,27400.08776,10405.43579,169787.26,501791.2412,569823.1135,<1H OCEAN,Los Angeles,>= $100 thousand
175300.0,4.1449,37,1950,356,1183,338,33.93,-118.09,21016.40623,19633.95771,160246.1335,511292.448,579323.0126,<1H OCEAN,Los Angeles,>= $100 thousand
175200.0,3.6944,29,2741,667,2449,677,34.08,-118.02,38889.6509,20834.11741,171375.8796,503217.9517,571242.0383,INLAND,Los Angeles,>= $100 thousand
175200.0,3.6875,36,1529,290,1271,287,33.99,-118.1,27217.9651,14941.29491,166375.7275,505674.4897,573708.8569,<1H OCEAN,Los Angeles,>= $100 thousand
175200.0,3.7083,43,1426,272,871,276,33.83,-118.22,8937.581269,24807.7915,158245.5327,512023.0489,579999.2516,<1H OCEAN,Los Angeles,>= $100 thousand
175100.0,4.0658,44,1832,401,1056,405,33.87,-118.18,13372.22099,21097.61213,159502.9124,510959.1574,578961.2407,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.4727,19,1988,594,1399,527,34.25,-118.29,32634.88178,22399.68942,200162.9252,472483.6308,540516.857,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.3958,39,277,89,182,91,34.14,-118.23,28861.75473,9840.018329,186868.9242,485255.7742,553290.8785,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.5556,27,210,98,332,112,34.09,-118.32,18959.74524,8188.159426,186877.4219,483960.4513,551982.3287,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,3.0357,38,790,275,664,194,34.09,-118.28,22349.04685,5368.743521,184765.1278,486372.9589,554401.0661,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.0,43,764,322,1275,306,34.07,-118.25,24320.16398,2059.305508,181370.1699,489865.0578,557894.2752,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.375,33,1515,415,1345,346,34.09,-118.16,32900.746,8777.506196,178741.4787,493698.0432,561733.0849,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,1.625,26,36,9,35,9,34.02,-118.2,25301.76969,5389.794612,174184.2365,497083.0723,565111.9623,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,1.4886,15,326,123,490,105,34.06,-118.26,23175.5186,1733.514508,180973.0442,490098.8327,558125.3525,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,1.7199,17,2518,1196,3051,1000,34.06,-118.28,21374.92871,3455.279516,182026.2264,488892.8298,556916.2239,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.2708,18,3759,1621,3296,1462,34.07,-118.3,19879.53602,5551.190185,183997.5454,486847.5504,554869.2712,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,3.2645,52,2877,721,1186,704,34.08,-118.35,15987.24886,10268.29194,187597.5708,483006.5484,551020.0724,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.9621,52,1902,488,848,478,34.08,-118.36,15163.2155,11150.24025,188145.168,482409.5523,550420.683,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,1.7109,24,2092,585,1757,538,34.04,-118.3,19168.0666,5364.14014,181288.3431,489379.6875,557395.1714,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,1.7546,50,395,232,948,243,34.03,-118.27,21813.39829,3463.056776,178771.1226,492022.0663,560041.6065,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,3.0074,10,1060,332,1025,288,34.14,-118.27,25673.85067,10055.38656,188865.3297,482805.4584,550839.3863,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,3.9219,37,1340,325,928,333,34.12,-118.0,43698.60381,23672.32561,174480.6473,501231.5,569243.2577,INLAND,Los Angeles,>= $100 thousand
175000.0,2.375,36,21,7,21,9,34.03,-118.06,32452.11432,17104.2101,168296.5511,504823.2033,572857.1201,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,3.9688,52,1700,317,996,329,34.18,-118.14,38261.58864,17115.45821,186434.1701,487553.7606,555579.0656,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,0.8438,17,1896,674,971,652,34.15,-118.14,36808.14329,14467.74218,183535.9524,490002.6188,558032.2995,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.4387,34,2283,809,3032,832,33.98,-118.22,20924.94581,8323.478059,171569.5693,499242.7908,567261.9693,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,1.9063,13,221,63,286,64,33.97,-118.16,24387.60002,11962.84361,167512.8454,503698.1348,571725.4266,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,4.1708,33,1250,276,866,268,33.89,-118.14,15623.1314,20416.86317,159137.6229,511645.4813,579662.0728,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,2.9886,10,1664,508,1369,493,33.86,-118.17,12178.42633,22429.87651,158059.603,512404.4535,580406.4978,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,5.1806,9,3564,835,1530,807,33.8,-118.16,5486.685605,29090.58263,152191.0735,518122.316,586109.0763,NEAR OCEAN,Los Angeles,>= $100 thousand
175000.0,1.7064,46,1889,651,1545,587,33.78,-118.2,4797.792929,30538.34463,152766.6888,517497.3411,585462.1625,NEAR OCEAN,Los Angeles,>= $100 thousand
175000.0,1.8036,42,1021,300,533,187,33.78,-118.19,4167.166363,30673.78329,152180.3416,518081.1608,586049.9434,NEAR OCEAN,Los Angeles,>= $100 thousand
175000.0,1.8388,49,2297,759,1105,629,33.77,-118.18,2721.716336,31928.59006,150734.4612,519527.0355,587495.8688,NEAR OCEAN,Los Angeles,>= $100 thousand
175000.0,2.2448,40,1917,438,1021,383,33.94,-118.31,11881.38951,13897.00424,172988.0557,497300.112,565283.4783,<1H OCEAN,Los Angeles,>= $100 thousand
175000.0,4.875,26,138,23,100,20,33.96,-118.37,11505.51277,15516.49775,178194.785,492066.9536,560034.9913,<1H OCEAN,Los Angeles,>= $100 thousand
174800.0,4.2708,35,1323,235,807,247,33.94,-118.01,25082.20585,24896.78102,157327.4002,515345.8947,583381.0106,<1H OCEAN,Los Angeles,>= $100 thousand
174600.0,3.5603,17,5153,1164,2949,1083,34.1,-117.8,49347.48987,41207.80692,164951.7014,515619.7286,583576.7646,INLAND,Los Angeles,>= $100 thousand
174600.0,4.4167,40,1880,377,1229,378,33.9,-118.1,17560.8795,21496.22345,157965.2532,513205.8507,581231.2893,<1H OCEAN,Los Angeles,>= $100 thousand
174500.0,3.0943,17,7214,1994,4100,1823,34.18,-118.54,17007.5638,30756.30109,207062.8678,463233.3514,531220.9137,<1H OCEAN,Los Angeles,>= $100 thousand
174500.0,2.0458,27,1672,491,1723,462,33.78,-118.26,2415.046027,30308.57278,156354.7453,514013.879,581952.3202,NEAR OCEAN,Los Angeles,>= $100 thousand
174500.0,3.8571,34,1004,220,772,217,34.12,-117.87,48313.5149,35228.19174,169441.4991,509519.8455,577494.1208,<1H OCEAN,Los Angeles,>= $100 thousand
174500.0,2.1781,32,2286,654,2991,655,34.06,-118.05,35911.87241,17863.69531,170743.4541,502978.3049,571009.0031,<1H OCEAN,Los Angeles,>= $100 thousand
174500.0,4.375,36,1124,217,707,234,33.93,-118.1,20743.02563,18979.37786,160748.4184,510685.9682,578715.4707,<1H OCEAN,Los Angeles,>= $100 thousand
174400.0,3.3611,46,1203,219,637,211,33.99,-118.06,28225.50381,18288.39948,164458.9935,508127.8444,576162.9548,<1H OCEAN,Los Angeles,>= $100 thousand
174400.0,4.4118,31,3395,742,1886,737,33.93,-118.01,24010.23931,25473.41491,156368.5596,516175.5135,584210.5597,<1H OCEAN,Los Angeles,>= $100 thousand
174400.0,3.75,37,903,158,444,158,33.94,-118.0,25337.76298,25698.63931,156863.7444,515961.0484,583996.1179,<1H OCEAN,Los Angeles,>= $100 thousand
174400.0,3.9091,44,1792,404,1115,358,33.83,-118.22,8937.581269,24807.7915,158245.5327,512023.0489,579999.2516,<1H OCEAN,Los Angeles,>= $100 thousand
174300.0,5.5124,34,325,60,433,83,34.26,-118.44,27657.60837,29326.31317,208686.8138,462454.5354,530485.0743,<1H OCEAN,Los Angeles,>= $100 thousand
174300.0,2.6336,43,1903,635,1919,613,34.09,-118.25,24946.12422,4239.394275,183214.3043,488192.0241,556223.4923,<1H OCEAN,Los Angeles,>= $100 thousand
174300.0,1.8897,43,825,212,820,184,33.97,-118.2,21710.47706,9991.324571,169599.0711,501287.5477,569308.5327,<1H OCEAN,Los Angeles,>= $100 thousand
174200.0,2.5603,32,3553,1060,3129,1010,34.18,-118.38,21494.48042,18955.5971,198236.2535,472781.4464,540808.871,<1H OCEAN,Los Angeles,>= $100 thousand
174200.0,3.0877,27,2582,719,2038,718,34.18,-118.46,18576.24564,24462.092,202561.6975,467976.1453,535988.0702,<1H OCEAN,Los Angeles,>= $100 thousand
174100.0,2.9028,11,2127,581,1989,530,34.22,-118.37,25784.17126,21980.7638,201372.5791,470046.8623,538079.8907,<1H OCEAN,Los Angeles,>= $100 thousand
174000.0,2.9375,31,1535,369,1291,340,33.79,-118.27,3530.746613,29260.13574,157800.1925,512568.2494,580506.5486,<1H OCEAN,Los Angeles,>= $100 thousand
174000.0,3.8125,39,1382,315,1090,308,34.07,-118.04,37246.33805,18866.64543,171271.2375,502782.9826,570811.3653,<1H OCEAN,Los Angeles,>= $100 thousand
174000.0,4.615,36,1976,368,1236,355,33.95,-118.04,24858.83177,21949.44131,159695.03,512674.2333,580709.1353,<1H OCEAN,Los Angeles,>= $100 thousand
174000.0,3.622,36,1560,320,1348,314,33.92,-118.07,20652.89165,21740.21141,158314.0393,513344.1955,581375.6585,<1H OCEAN,Los Angeles,>= $100 thousand
174000.0,4.125,52,836,175,747,166,33.95,-118.37,10414.63339,16273.36864,177336.9528,492928.0714,560891.9842,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,3.4625,52,1590,360,1127,321,34.12,-118.21,29573.3626,8148.615141,184005.5084,488140.504,556175.5979,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,2.4,25,2459,823,2635,763,34.08,-118.29,21101.11376,5266.281547,184375.9851,486608.2798,554633.4488,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,2.5763,28,2127,625,3160,620,34.06,-118.06,35657.4011,16943.59267,171194.0976,502356.2752,570387.9038,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,4.625,31,3808,670,2430,660,33.94,-118.04,23873.08995,22546.33388,158742.8659,513505.5399,581540.1483,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,3.4886,35,2085,400,1112,391,33.95,-118.02,25748.0328,23545.94158,158753.1214,513902.1183,581937.2344,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,4.9205,35,1288,240,758,250,33.93,-118.0,24277.11442,26257.76064,155901.998,516789.7539,584824.869,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,1.9688,44,1218,374,1175,342,34.02,-118.16,28020.89842,8503.379854,172154.7731,499512.4815,567545.2506,<1H OCEAN,Los Angeles,>= $100 thousand
173900.0,4.125,38,1222,282,756,256,33.9,-118.12,17048.86439,20411.2825,158999.2952,512001.047,580023.3199,<1H OCEAN,Los Angeles,>= $100 thousand
173800.0,2.7098,47,1585,420,949,366,34.13,-118.22,29183.93126,8917.850647,185437.1452,486698.0967,554733.1962,<1H OCEAN,Los Angeles,>= $100 thousand
173800.0,4.625,42,870,170,546,164,34.12,-118.0,43698.60381,23672.32561,174480.6473,501231.5,569243.2577,INLAND,Los Angeles,>= $100 thousand
173800.0,2.2577,26,2929,970,3792,817,34.06,-118.02,36803.80205,20624.6111,169414.8572,504849.4727,572876.7378,<1H OCEAN,Los Angeles,>= $100 thousand
173800.0,2.7308,31,3281,768,2385,733,34.0,-118.12,27991.60805,12792.75144,168296.5115,503619.6439,571653.5804,<1H OCEAN,Los Angeles,>= $100 thousand
173800.0,4.6389,34,682,132,491,144,33.91,-118.12,18133.46443,19498.61503,159918.5503,511158.216,579182.1936,<1H OCEAN,Los Angeles,>= $100 thousand
173700.0,4.8958,33,1121,231,1038,236,34.25,-118.44,26574.18842,28459.27565,207776.7968,463290.1715,531319.4655,<1H OCEAN,Los Angeles,>= $100 thousand
173700.0,3.9615,37,1737,369,1061,356,34.23,-118.43,24660.91651,26167.4656,205429.9877,465569.1818,533597.0051,<1H OCEAN,Los Angeles,>= $100 thousand
173600.0,3.3438,50,2929,588,1931,574,34.13,-118.2,30857.93978,9536.930613,184460.3223,487928.5065,555963.4953,<1H OCEAN,Los Angeles,>= $100 thousand
173600.0,4.275,35,1852,358,1414,347,34.08,-118.01,39210.01027,21745.50507,170945.9843,503845.2296,571867.719,INLAND,Los Angeles,>= $100 thousand
173600.0,2.9559,13,2455,661,1975,618,33.9,-118.3,9754.866745,17706.39881,168942.0538,501320.4868,569292.7045,<1H OCEAN,Los Angeles,>= $100 thousand
173500.0,4.3687,33,1596,337,1650,329,33.82,-118.27,6848.00862,25937.23261,160328.691,509968.939,577920.7446,<1H OCEAN,Los Angeles,>= $100 thousand
173400.0,2.369,29,2640,737,1795,655,34.12,-118.18,32140.3689,9548.410429,182547.8805,489987.2232,558022.0063,<1H OCEAN,Los Angeles,>= $100 thousand
173300.0,3.875,15,6409,1363,3359,1267,34.1,-117.87,46286.86198,34824.36495,167397.3365,511114.211,579096.4082,<1H OCEAN,Los Angeles,>= $100 thousand
173300.0,4.037,35,1148,258,975,253,34.08,-118.04,38307.62285,19014.15866,172247.4596,501965.9093,569992.8757,<1H OCEAN,Los Angeles,>= $100 thousand
173300.0,4.6731,36,1360,271,909,275,33.91,-118.06,20061.28247,23172.95348,156880.5722,514788.6665,582820.0791,<1H OCEAN,Los Angeles,>= $100 thousand
173200.0,1.9495,26,2574,807,3163,802,34.08,-118.21,28164.02071,4376.981604,180258.7483,491462.298,559495.9877,<1H OCEAN,Los Angeles,>= $100 thousand
173200.0,3.6509,34,1882,428,1034,375,33.95,-118.03,25290.48365,22743.01851,159222.0622,513287.7487,581322.8121,<1H OCEAN,Los Angeles,>= $100 thousand
173200.0,5.7049,9,1561,253,731,233,34.66,-118.17,77838.45243,67918.01619,235479.745,447902.3849,515671.6235,INLAND,Los Angeles,>= $100 thousand
173100.0,4.4773,28,1532,287,977,275,34.31,-118.45,32946.22007,34375.95905,213782.3423,457682.4339,525716.5181,<1H OCEAN,Los Angeles,>= $100 thousand
173100.0,3.9741,28,2831,552,2330,557,34.08,-117.96,41086.12154,26312.62088,168856.6461,506994.0624,575007.019,<1H OCEAN,Los Angeles,>= $100 thousand
173100.0,2.3098,39,2451,649,2536,648,34.07,-118.04,37246.33805,18866.64543,171271.2375,502782.9826,570811.3653,<1H OCEAN,Los Angeles,>= $100 thousand
173100.0,4.0985,45,1790,316,1035,312,34.19,-118.17,36422.94636,16753.21863,188767.77,484862.1905,552890.1219,<1H OCEAN,Los Angeles,>= $100 thousand
173100.0,4.0524,52,2667,486,1681,504,34.17,-118.14,37750.58157,16204.67835,185466.4635,488368.8816,556395.7924,<1H OCEAN,Los Angeles,>= $100 thousand
173100.0,3.1875,9,2099,625,1252,554,34.15,-118.13,37653.74706,15091.16872,183078.5086,490626.3514,558654.8608,<1H OCEAN,Los Angeles,>= $100 thousand
173100.0,3.6667,40,1743,328,981,291,33.96,-118.1,23967.00838,16751.16934,163552.2583,508175.4679,576207.9569,<1H OCEAN,Los Angeles,>= $100 thousand
173000.0,3.07,39,2247,526,1670,525,33.85,-118.17,11068.78192,23492.08968,157169.1232,513256.9122,581256.1132,<1H OCEAN,Los Angeles,>= $100 thousand
172900.0,2.9044,43,396,91,261,73,34.02,-118.13,30091.29643,11071.64565,170669.8913,501343.8755,569378.3272,<1H OCEAN,Los Angeles,>= $100 thousand
172900.0,3.4408,44,2137,461,1126,439,33.87,-118.18,13372.22099,21097.61213,159502.9124,510959.1574,578961.2407,<1H OCEAN,Los Angeles,>= $100 thousand
172800.0,4.0379,34,2142,390,1305,406,33.98,-118.05,27513.18796,19575.03691,163032.0969,509571.2878,577606.4007,<1H OCEAN,Los Angeles,>= $100 thousand
172800.0,3.5556,33,2263,511,1626,457,33.93,-118.08,21326.31084,20309.30243,159747.6727,511899.8024,579931.3159,<1H OCEAN,Los Angeles,>= $100 thousand
172700.0,4.0057,37,1279,241,987,233,34.24,-118.43,25728.76716,27016.59973,206338.4341,464732.2529,532761.4698,<1H OCEAN,Los Angeles,>= $100 thousand
172700.0,4.1181,36,1643,349,1414,337,34.23,-118.4,25583.73962,24447.40355,203848.7919,467387.7431,535419.1172,<1H OCEAN,Los Angeles,>= $100 thousand
172700.0,2.532,39,2965,812,2638,794,34.04,-118.32,17342.61822,7161.848394,182377.7666,488184.9626,556195.8063,<1H OCEAN,Los Angeles,>= $100 thousand
172700.0,2.0,32,1403,399,1506,375,33.98,-118.2,22364.39245,8984.73742,170511.4666,500444.5415,568467.3519,<1H OCEAN,Los Angeles,>= $100 thousand
172600.0,3.75,42,1073,220,804,226,34.21,-118.35,25798.01338,20087.41071,199421.7501,472098.7803,540132.4293,<1H OCEAN,Los Angeles,>= $100 thousand
172600.0,3.692,34,1369,270,1005,272,33.99,-118.09,27426.73529,15763.88185,165890.8208,506286.5284,574321.2486,<1H OCEAN,Los Angeles,>= $100 thousand
172600.0,2.9583,50,1146,238,579,213,33.98,-118.06,27179.88322,18738.3453,163504.4348,508956.7197,576991.8048,<1H OCEAN,Los Angeles,>= $100 thousand
172600.0,2.6182,34,1617,493,1530,500,33.91,-118.3,10329.43562,16646.44716,169806.3776,500460.9754,568437.0159,<1H OCEAN,Los Angeles,>= $100 thousand
172500.0,2.3317,29,2240,792,2254,739,34.09,-118.29,21492.59702,5986.142818,185288.4842,485768.4416,553795.1803,<1H OCEAN,Los Angeles,>= $100 thousand
172400.0,3.0,31,1091,256,892,238,34.31,-118.48,32472.83747,35973.18074,215349.0473,455853.6873,523885.5898,<1H OCEAN,Los Angeles,>= $100 thousand
172400.0,2.6667,14,2807,868,2729,803,34.21,-118.39,23941.37416,22115.92727,201497.2235,469665.048,537695.2291,<1H OCEAN,Los Angeles,>= $100 thousand
172300.0,2.6193,28,1865,463,1182,440,34.27,-118.46,28410.07308,31344.42091,210653.5423,460406.2486,528435.6977,<1H OCEAN,Los Angeles,>= $100 thousand
172200.0,3.1607,37,1226,255,1068,271,33.98,-118.09,26349.33729,16283.42345,164944.7154,507118.1902,575152.5287,<1H OCEAN,Los Angeles,>= $100 thousand
172100.0,2.7012,36,2833,720,2148,709,34.12,-118.19,31280.98389,9012.135144,183030.3408,489370.7617,557405.7653,<1H OCEAN,Los Angeles,>= $100 thousand
172100.0,3.3205,5,5492,1549,2997,1405,34.18,-118.3,26219.65098,15123.2388,194098.2869,477647.3652,545681.8911,<1H OCEAN,Los Angeles,>= $100 thousand
172100.0,2.0087,36,4179,1266,4582,1196,33.98,-118.19,23105.7709,9433.798671,169987.5578,501046.7762,569071.2215,<1H OCEAN,Los Angeles,>= $100 thousand
172100.0,4.25,37,2379,462,1327,445,33.93,-118.32,10436.61369,15305.07527,172695.959,497571.138,565547.1488,<1H OCEAN,Los Angeles,>= $100 thousand
172000.0,2.8462,39,1417,359,1450,367,33.79,-118.27,3530.746613,29260.13574,157800.1925,512568.2494,580506.5486,<1H OCEAN,Los Angeles,>= $100 thousand
172000.0,3.055,35,1646,294,1056,280,34.07,-117.9,42113.00649,31721.07684,165474.7848,511603.657,579604.9585,<1H OCEAN,Los Angeles,>= $100 thousand
171900.0,3.443,18,8076,1789,5325,1707,33.99,-117.9,34128.95361,32421.59261,157436.6462,518076.7836,586097.7489,<1H OCEAN,Los Angeles,>= $100 thousand
171900.0,5.2162,35,1945,357,1227,359,33.95,-118.04,24858.83177,21949.44131,159695.03,512674.2333,580709.1353,<1H OCEAN,Los Angeles,>= $100 thousand
171900.0,4.125,5,906,187,1453,158,33.93,-118.07,21671.1726,21003.40909,159253.072,512508.0284,580540.3783,<1H OCEAN,Los Angeles,>= $100 thousand
171900.0,4.1667,12,4881,803,2188,724,34.69,-118.17,80909.4729,71237.93987,238539.5236,445647.088,513384.7939,INLAND,Los Angeles,>= $100 thousand
171800.0,2.9861,34,2199,609,2488,597,34.2,-118.37,23866.21191,20128.58135,199536.5625,471714.3531,539745.5306,<1H OCEAN,Los Angeles,>= $100 thousand
171800.0,3.7361,45,1570,328,1321,300,33.94,-118.2,19992.95486,13113.6158,166876.4063,503822.8148,571837.6092,<1H OCEAN,Los Angeles,>= $100 thousand
171800.0,4.3667,36,2447,503,1532,498,33.92,-118.17,18842.00056,16197.40551,163459.4545,507310.757,575327.5367,<1H OCEAN,Los Angeles,>= $100 thousand
171700.0,3.1875,44,3114,779,2959,776,33.96,-118.2,21094.93861,11018.189,168689.0698,502131.5988,570150.6386,<1H OCEAN,Los Angeles,>= $100 thousand
171600.0,2.1,41,2924,867,2751,836,34.19,-118.37,22927.96657,19232.0561,198621.5264,472549.8136,540579.8533,<1H OCEAN,Los Angeles,>= $100 thousand
171600.0,2.629,38,3230,840,3485,827,34.06,-118.09,35029.03884,14184.16878,172568.935,500495.3092,568529.0771,<1H OCEAN,Los Angeles,>= $100 thousand
171600.0,4.0774,35,2017,383,1388,386,33.92,-118.1,19676.65392,19791.43429,159818.346,511524.8934,579553.1595,<1H OCEAN,Los Angeles,>= $100 thousand
171500.0,3.6875,42,1150,215,708,204,33.89,-118.09,16855.92599,22940.74273,156527.8998,514650.6818,582676.0579,<1H OCEAN,Los Angeles,>= $100 thousand
171400.0,4.0208,36,1488,313,1221,296,34.24,-118.43,25728.76716,27016.59973,206338.4341,464732.2529,532761.4698,<1H OCEAN,Los Angeles,>= $100 thousand
